63.0,[0.30586151230087466, 0.4585077108235166, 0.3457744730660275, 0.975491737244146, 0.7578119830022392, 0.0, 1.0, 0.30200588656745514]
56.0,[0.4346143530591854, 0.6217795203259042, 0.4078370077890091, 0.6336525830917636, 0.7752208172841027, 0.0, 1.0, 0.30200588656745514]
57.0,[0.32521113208775804, 0.4958488542168674, 0.22457172348120663, 1.0, 0.8039367691505034, 0.0, 1.0, 0.26297395701183485]
57.0,[0.20459628463056106, 0.6217795203259042, 0.3457744730660275, 0.975491737244146, 0.7752208172841027, 0.0713545321464667, 1.0, 0.30200588656745514]
64.0,[0.20459628463056106, 0.6217795203259042, 0.3457744730660275, 1.0, 0.5364734870306503, 0.3406586331360989, 1.0, 0.30200588656745514]
44.0,[0.20459628463056106, 0.6217795203259042, 0.3457744730660275, 1.0, 0.7578119830022392, 0.0, 1.0, 0.3393866713593069]
61.0,[0.20459628463056106, 0.6272362372635776, 0.3457744730660275, 0.975491737244146, 0.7752208172841027, 0.3406586331360989, 1.0, 0.0]
61.0,[0.32521113208775804, 0.4958488542168674, 0.3457744730660275, 1.0, 0.629332962156993, 0.1481473612506773, 1.0, 0.3393866713593069]
61.0,[0.20459628463056106, 0.6512590261042664, 0.3457744730660275, 0.8400243134128128, 0.7752208172841027, 0.3406586331360989, 1.0, 0.0]
64.0,[0.20459628463056106, 0.6272362372635776, 0.3457744730660275, 0.975491737244146, 0.8277155438205739, 0.3406586331360989, 1.0, 0.0]
59.0,[0.20459628463056106, 0.6512590261042664, 0.3457744730660275, 0.975491737244146, 0.7752208172841027, 0.3406586331360989, 1.0, 0.0]
62.0,[0.20459628463056106, 0.6121358384030838, 0.31045025874909665, 0.975491737244146, 0.7752208172841027, 0.3671493681119615, 1.0, 0.0]
62.0,[0.20459628463056106, 0.6121358384030838, 0.3457744730660275, 0.975491737244146, 0.9146032134499745, 0.2551156609516472, 1.0, 0.0]
